model_precision,n_samples,attack_success_rate,caption_attack_success_rate,refusal_rate,avg_delta_linf,avg_delta_l2,avg_runtime
bf16,129,0.0,0.9844961240310077,0.0,0.0627451241016388,18.211585562358533,0.9574110765522706
w4a16,129,0.0,0.9844961240310077,0.0,0.0627451241016388,18.211585562358533,2.0978430586094543
w8a16,129,0.0,0.9767441860465116,0.0,0.0627451241016388,18.211585562358533,2.245387298517045
