model_precision,n_samples,attack_success_rate,caption_attack_success_rate,refusal_rate,avg_delta_linf,avg_delta_l2,avg_runtime
bf16,128,0.0,0.28125,0.0,0.007843166589736938,2.815553231164813,0.9096124916177359
w4a16,128,0.0,0.2578125,0.0,0.007843166589736938,2.815553231164813,2.032551749740378
w8a16,128,0.0,0.2890625,0.0,0.007843166589736938,2.815553231164813,2.209797384497506
