model_precision,n_samples,attack_success_rate,caption_attack_success_rate,refusal_rate,avg_delta_linf,avg_delta_l2,avg_runtime
bf16,128,0.0,0.46875,0.0,0.03137257695198059,10.020619168877602,0.9363895745736954
w4a16,128,0.0,0.4609375,0.0,0.03137257695198059,10.020619168877602,2.0909848600567784
w8a16,128,0.0,0.453125,0.0,0.03137257695198059,10.020619168877602,2.2365280691919907
